,video_id,popularity,title_length,nation
12441,s3Je36HIO80,2,90,CA
12442,HXpNGJ2yze8,2,60,CA
12443,HXvCmv0ha9c,2,54,CA
12444,HY0uwlUI420,2,67,CA
12445,GEpOvFLIJy0,2,55,CA
12446,HYPkP8eCU6c,2,75,CA
12447,GEIvFfeSjuE,2,37,CA
12448,s1yurGsRM_s,2,54,US
12449,GKJQ5J1jXFw,2,43,US
12450,GKXKQvCEEWk,2,44,CA
12451,HR8ydddkULA,2,85,CA
12452,rzPSqNkl8H8,2,47,CA
12453,rzrk85q7ZWE,2,80,CA
12454,HLE3do-yNMQ,2,64,CA
12455,GS1RwWxMhIU,2,95,CA
12456,GR_p9EVsUNE,2,40,CA
12457,s-Kj_V_4_XE,2,74,CA
12458,s-ix92hVKMQ,2,30,CA
12459,s04fn1wtKg0,2,55,CA
12460,GOWWNWSclv8,2,57,CA
12461,HOE5QDDKDlY,2,45,CA
12462,HOK57cnRXo8,2,22,CA
12463,s08CL44QLck,2,42,GB
12464,HPMpOp18Nx8,2,79,CA
12465,HPcf65-LzHk,2,76,CA
12466,HPs9EGBhl7M,2,25,US
12467,GMtDeNXn7Uc,2,62,CA
12468,GMftwHfXnp4,2,24,CA
12469,HPytBIKUD-k,2,17,CA
12470,HQ05mj3s1Ls,2,98,CA
12471,s0LXmrJzGOw,2,56,CA
12472,GMNkrW7jlQM,2,54,US
12473,s0PIlLHFG4A,2,35,CA
12474,rZFHwZp4FJA,2,31,CA
12475,GLTBZX2QQSs,2,22,CA
12476,GLER9zyT2Lg,2,93,CA
12477,GL3R8ffq-rw,2,98,CA
12478,GKly-FI0bpg,2,42,CA
12479,HZoX-10-VMs,2,31,CA
12480,s3sTcXqGZ7Q,2,39,CA
12481,H_6ZJrg-E3Q,2,47,CA
12482,HgpNeMVFLU0,2,20,CA
12483,G73xkbrwyGg,2,30,CA
12484,rR8y3F-PL8k,2,53,CA
12485,rR4thoqzJcw,2,65,CA
12486,HiPUKqPGGPg,2,44,CA
12487,rQG5W2HFV3g,2,54,CA
12488,Hj-CC-kPMeE,2,79,CA
12489,HjTkODfC6uk,2,78,CA
12490,G6Qjf6IyclQ,2,46,CA
12491,rP3UngLFou4,2,42,GB
12492,rP347fCgSe0,2,39,CA
12493,HkQk4G0VST0,2,37,CA
12494,G5pGK7xHns8,2,73,CA
12495,s8WHO_xkG8g,2,51,CA
12496,rO_mAQC9bv0,2,49,US
12497,rO7QRg88Rmc,2,48,CA
12498,HlI1YmjnyWE,2,30,CA
12499,rN5oTycwdM4,2,83,CA
12500,Hlj8CJslrPw,2,41,CA
12501,G3c9jzUg824,2,35,CA
12502,HmL-7umRiRA,2,46,CA
12503,G3O8xd5QYts,2,73,CA
12504,rMCPHFTf5YU,2,58,CA
12505,HmhKdhF2bMI,2,26,CA
12506,HmvOAH9RN_g,2,20,CA
12507,HnCU20Cu0fs,2,59,CA
12508,HnFIGDyytYc,2,34,CA
12509,s9IwamztdqA,2,59,CA
12510,G7kow44p8vc,2,37,CA
12511,rRhzbPW3gzw,2,18,US
12512,H_HBY7h8K1Y,2,55,CA
12513,G80BTq6zIkg,2,21,CA
12514,s403m3x8zuM,2,95,CA
12515,GD8zim_L35g,2,33,CA
12516,H_xjE7jSr0E,2,41,CA
12517,GCSobaDP92Y,2,66,CA
12518,GCPKJDNavIE,2,37,CA
12519,Ha8rV7wP8XQ,2,77,CA
12520,HaI5lLd3RvE,2,58,GB
12521,GCFjz-151ro,2,35,CA
12522,GBWLP-iDUqg,2,63,CA
12523,rV3QsfDMudI,2,78,CA
12524,HbYhXMY3VV8,2,84,CA
12525,GAcqX_vUS8A,2,75,CA
12526,Hc3jHNXRejE,2,15,CA
12527,HcV_yocDLfc,2,43,CA
12528,GAU7Reme8VQ,2,68,US
12529,HcwD15CWIvw,2,83,CA
12530,rUeOj5FWC-k,2,98,CA
12531,HdrIShEM60Q,2,81,CA
12532,s5kI0VWac2k,2,97,CA
12533,s6M2rirMvhM,2,59,CA
12534,HeNLNc_29zY,2,63,CA
12535,HemU9k35Cfc,2,38,CA
12536,Hez55mhB8UA,2,55,CA
12537,HfCqloq_jjw,2,14,CA
12538,HfIgfy0HJHU,2,45,GB
12539,Hfr6A5BQfY0,2,58,CA
12540,rSm9Mw_VIb4,2,39,CA
12541,HK3kV0QxeK8,2,45,CA
12542,raymwkMf04g,2,37,CA
12543,Ho78eOffWys,2,83,CA
12544,rlDApluBWg4,2,37,CA
12545,Gx5DV5zFKlU,2,22,CA
12546,GxS73Fuha24,2,86,CA
12547,rm9BFh_jaRU,2,90,CA
12548,Gi56dSh8Fq8,2,40,US
12549,Gi-GLqVcyHc,2,54,CA
12550,rtdNC40e6v8,2,56,CA
12551,rm3QTiUcpHY,2,54,CA
12552,rtiwIkQYUko,2,44,CA
12553,Ggy3aYSamW0,2,52,CA
12554,GzEiQ3bYokM,2,28,CA
12555,GgJHuezu6QI,2,42,CA
12556,GzidfhCfosw,2,74,CA
12557,GgBOK8r5foQ,2,88,CA
12558,Gg9dYwd-Nfk,2,80,CA
12559,HIz1H_rkrl0,2,45,CA
12560,ru3egc1OhXs,2,92,CA
12561,rkozDD9ARJI,2,74,CA
12562,GfWrvaibYnM,2,56,CA
12563,GfUme1S5e0U,2,51,CA
12564,H04FwIHQVaU,2,67,CA
12565,H0bAcENcaxc,2,59,CA
12566,rutlOmdgqgI,2,33,US
12567,rvPknsWTX6s,2,46,CA
12568,H1KBHFXm2Bg,2,47,CA
12569,H2KxLein3Z4,2,51,CA
12570,rvf6Ih7noW4,2,49,CA
12571,rvsWaraR8CE,2,77,CA
12572,rimJTeGHTaU,2,92,CA
12573,rt7s9ud7uEM,2,73,US
12574,GjHt3kERkhI,2,38,CA
12575,GwncXRkmut8,2,45,CA
12576,rt5eiCa-1qM,2,24,CA
12577,GpScGLZtzmk,2,57,CA
12578,GowQkA64cfk,2,26,CA
12579,rrijGc1GNK0,2,59,CA
12580,rrbHID-DwO0,2,34,CA
12581,GpoebDZfsJQ,2,96,CA
12582,Gou8xKe8Q9k,2,99,CA
12583,Gq-qTSGuW7E,2,61,CA
12584,rrujSJPLHOA,2,85,CA
12585,rqPC65mVVk0,2,63,CA
12586,GneGKpqjb_Y,2,90,CA
12587,GnQY4YMGUtI,2,65,CA
12588,GnMJcTDE8Cg,2,47,CA
12589,rqAv3fPjVqg,2,32,CA
12590,rpkvqRhaoc4,2,58,CA
12591,Gmi2JbKs9jE,2,15,CA
12592,rs4jB2H8i1Y,2,77,CA
12593,rsFWbDl-ICw,2,38,CA
12594,Gm5PDsS5CcE,2,12,CA
12595,GuFM1x9OULc,2,79,CA
12596,GucsPYIZLn4,2,35,CA
12597,GuxMTmGybxo,2,99,CA
12598,roizoK18VZM,2,50,CA
12599,GvJtieRgDy0,2,28,CA
12600,Gl9V4mBzy5A,2,80,CA
12601,GkgkP0ARxd0,2,65,US
12602,Gk8278ZJdN4,2,36,CA
12603,Gjc0gXDE3aU,2,36,CA
12604,H38nz6wYXoE,2,42,CA
12605,Gd9JQAkcYak,2,68,CA
12606,H3rwLjWxreY,2,47,CA
12607,GZx3eDVE8DA,2,42,CA
12608,HBUh1kJvqIU,2,24,CA
12609,HBcm7Gs137k,2,66,CA
12610,rfUTVQjUZls,2,54,CA
12611,rfLI07tkf7g,2,69,CA
12612,GZSz5LRx9tQ,2,72,CA
12613,HCnwgvSs0vA,2,79,CA
12614,ryWVZLhTrc8,2,45,CA
12615,rf5dsekDBCk,2,50,CA
12616,HDU4_UYjiw8,2,47,CA
12617,rf3iHqE240I,2,32,US
12618,GYn2W9sW_eg,2,49,CA
12619,GXG0tmJQeSs,2,76,CA
12620,rdRKpe09PSk,2,69,CA
12621,HFEHxyZQWXY,2,75,CA
12622,HFIL8v4Kd3g,2,43,CA
12623,rdL5Diq49CM,2,51,CA
12624,HFrfiNn9SEg,2,55,CA
12625,rdFXddVsUuQ,2,39,CA
12626,HG8NszTJ7O8,2,60,CA
12627,GWarzMd_aUY,2,80,CA
12628,HH3J-sSf6RI,2,23,CA
12629,HHZ1D94GWHY,2,71,CA
12630,rceGFDm9Duo,2,44,CA
12631,GVORz_cd3q0,2,30,CA
12632,HHseLTldYnM,2,82,CA
12633,HHyPo8VR8I0,2,60,CA
12634,GUKrboAyiLs,2,45,CA
12635,HBNDN1UJZeU,2,25,CA
12636,G_BHPFEYAsI,2,56,CA
12637,H4BmrayJZWk,2,23,CA
12638,HAK94Es1Ey0,2,90,CA
12639,ri0ZjpEr03g,2,33,CA
12640,H4KKMqRDYsI,2,100,CA
12641,Gci-KI-RRbg,2,34,CA
12642,H5Su_JEpDaE,2,77,US
12643,H5UxLyOT2zI,2,30,CA
12644,rw24wc00q3Q,2,34,CA
12645,H5hy9l4mAxw,2,24,CA
12646,rwOzhTl4u9k,2,24,CA
12647,GcKkiRl9_qE,2,46,US
12648,rwRR_mxPJhM,2,92,CA
12649,rhQ3WiOjSts,2,72,CA
12650,H7LW53FpTWw,2,61,CA
12651,Gb7xq3th3wM,2,40,CA
12652,H7gxE-Xq86Y,2,73,CA
12653,Gb0xyCUf7SE,2,36,CA
12654,rgzigflsWXo,2,72,CA
12655,rx1tc-0tIvU,2,32,CA
12656,GazUR9Pc8-Q,2,46,CA
12657,H8bPKxdWcMA,2,82,CA
12658,rgV5OX9sKao,2,69,CA
12659,H8d0pTJhQgw,2,84,CA
12660,H93Xc4rVENI,2,40,CA
12661,H9AFjJj6kRs,2,56,CA
12662,H9HY7Aw_jdU,2,92,CA
12663,H9KDcSp6yyE,2,31,CA
12664,H9wMNxbQM-4,2,37,US
12665,rgPEzw-P_i8,2,58,CA
12666,HnkAskYj86Q,2,65,CA
12667,G1O5wSfmi6M,2,34,CA
12668,IxoLTgI0_F4,2,30,CA
12669,IcLZqpB_QPg,2,62,CA
12670,IZA7iXpuhFA,2,33,CA
12671,sNgByUWwFKU,2,31,US
12672,IZr4OMSHz58,2,15,CA
12673,I_U4mta_Db8,2,63,CA
12674,I_XyUvQtABs,2,37,CA
12675,I_ZMccfRt6E,2,42,CA
12676,I_puTos3yVs,2,40,US
12677,I_u2a4umkCk,2,64,CA
12678,Ia5coRPmH24,2,38,CA
12679,r1cmGCG3C8g,2,57,CA
12680,r1_8cPwMtNs,2,51,CA
12681,IbNJTLCitDM,2,41,CA
12682,IbNfxq17EeU,2,43,CA
12683,sOcS5iAwzgo,2,58,CA
12684,r5BAREowyyA,2,47,CA
12685,Iculr0LElws,2,43,CA
12686,FT75wupVbko,2,68,CA
12687,r0gE9k8S5II,2,48,CA
12688,r0fjzDUAas0,2,21,CA
12689,r0bxbRRa1OY,2,30,CA
12690,FSX5rlsPAK4,2,99,CA
12691,sOl2aj5nuck,2,27,CA
12692,FSJRwP8FaG8,2,76,CA
12693,r04uNjeWHO0,2,28,US
12694,If2lCD0SQrE,2,46,CA
12695,If2rE7Sagyw,2,45,CA
12696,sP3EHBr3mGA,2,31,CA
12697,IfYRzxeMdGs,2,49,US
12698,r21uCHCJllY,2,19,CA
12699,r2PxV44-mJ0,2,19,CA
12700,IYPrD84O03I,2,36,CA
12701,FVwR2zK_Ahs,2,26,GB
12702,F_thvMnIxEM,2,48,GB
12703,IR1YK2I3rd8,2,46,CA
12704,IR8k4uYnTfI,2,47,US
12705,IRDMInkkw7U,2,60,CA
12706,F_NL1kugVwk,2,44,CA
12707,FZjexxJ7lYM,2,87,US
12708,IS-MFOpADgE,2,93,CA
12709,ISPadKRsrqE,2,36,CA
12710,sLZltzEako0,2,89,CA
12711,sLdUevK-Vwo,2,49,CA
12712,FYhGu1W8iGc,2,54,CA
12713,r4DD6ZrZ3_4,2,48,CA
12714,IUK6jpWf6Wo,2,40,CA
12715,IUhe6h6vnE4,2,20,CA
12716,r3yduJ2B-4Y,2,28,CA
12717,FY8T06A-j_c,2,44,US
12718,IV_L4aMgyoE,2,60,CA
12719,r3a9ElvY05w,2,31,CA
12720,r3Mbn0lbDjE,2,48,CA
12721,IWu1uU6I1SA,2,53,CA
12722,r3HjK4fur4c,2,64,CA
12723,r3HEppd4V_4,2,78,CA
12724,FWxEqphFiwQ,2,20,CA
12725,IXL9GEPoSEU,2,47,CA
12726,IXSnu46rGIk,2,58,CA
12727,FW4aRZnm4a0,2,95,CA
12728,FVxzk7t13HM,2,49,CA
12729,FQfWKSdIreM,2,76,US
12730,sPK8bwoqJvI,2,92,CA
12731,r-DSdlpz_qc,2,52,CA
12732,qx5Nm31Liis,2,51,CA
12733,Iq6gCapM9gk,2,19,CA
12734,FITSPSA8gQs,2,42,US
12735,Iq_MgclrgzY,2,40,CA
12736,qwHM93hxcKk,2,43,CA
12737,qwCKlN7KCPo,2,28,CA
12738,qvkVv678Fj4,2,49,CA
12739,FHu8iWUaXDE,2,52,CA
12740,sRyJZJDjm3M,2,43,CA
12741,IsflKyIHlUE,2,55,CA
12742,Ist53IOQhzM,2,36,CA
12743,FHGUJ2qjVC0,2,31,CA
12744,FHFCl1vlZWM,2,56,CA
12745,It82NDf11Rg,2,27,CA
12746,FH7wH9doJ9Q,2,13,CA
12747,FH0NCnqKwmM,2,46,CA
12748,sS4oNdZk9o0,2,92,CA
12749,ItsGW1Nlm3c,2,52,CA
12750,sSKJvQ2rjmk,2,86,CA
12751,IuVzHVFtFIE,2,57,CA
12752,sSfNUMy1cPM,2,49,CA
12753,Iv22Ko4LQEQ,2,50,CA
12754,qtWjb6ZJ3OQ,2,96,GB
12755,FF4DLnSLNMk,2,60,CA
12756,Ivl044_cFS0,2,42,CA
12757,IvovuMqhtnM,2,78,CA
12758,IwB8Lwd8RMM,2,31,CA
12759,qsDcPh6z7fs,2,40,CA
12760,IpyI5otVTes,2,73,CA
12761,sQvjD2-p98U,2,33,CA
12762,FQEhK1SQlRk,2,30,CA
12763,qxIb_tFnagw,2,92,CA
12764,sPPmWfHhyBc,2,89,CA
12765,FQ-wYxgSaKc,2,52,CA
12766,FPm7xM849-E,2,26,CA
12767,IhhemrLxeeM,2,80,US
12768,IhnI1geDce0,2,42,CA
12769,FPHrWxxw9Is,2,64,US
12770,FPDiXd-VIlA,2,38,CA
12771,qzLkSAVD8gA,2,73,US
12772,sPaLl_GtrEI,2,30,CA
12773,Iiukq_ilT0Y,2,43,GB
12774,sPg-XUWkJbY,2,35,CA
12775,qyeAZiEo5Bw,2,65,CA
12776,FNhtPcHK_xo,2,50,CA
12777,qyGEWX2cFhc,2,51,CA
12778,qxo9OzKb-iw,2,43,CA
12779,FME8rJzVoSA,2,50,CA
12780,FM75ZV__IQU,2,61,CA
12781,Ilnv_YKgHog,2,20,CA
12782,ImoQqNyRL8Y,2,99,CA
12783,qxbS8qbBL0c,2,39,US
12784,FKiuTRS5R-4,2,49,US
12785,IniFjE3FYgY,2,56,CA
12786,FKFy_pyK7E8,2,83,CA
12787,qxVQ7ZEG1RU,2,48,US
12788,qxQ9K8BJ2vI,2,38,CA
12789,IosFWnCStWw,2,50,CA
12790,IoxWdqBXxHc,2,19,CA
12791,FaARGp33Owo,2,66,CA
12792,IQM_s2NKguk,2,30,CA
12793,s9oVqD2QKq4,2,61,CA
12794,Fr2GksNWdX8,2,34,CA
12795,sB_--dhnx7s,2,52,CA
12796,FwBHy9h2iPk,2,35,CA
12797,Hw7BWXPa5xM,2,26,CA
12798,FvNRdnN6Sq8,2,61,CA
12799,Hy71N2OSGZA,2,60,US
12800,FtyLvKNNhbM,2,90,CA
12801,FtmNXC8iqR4,2,47,CA
12802,rHZL7mN9UA4,2,59,CA
12803,rGl5ZwvZCDU,2,28,CA
12804,FruVZvtByH0,2,63,CA
12805,FrkcKwylVW0,2,86,CA
12806,Frb6FaDfNxg,2,62,CA
12807,FrB4cJDsi7g,2,97,CA
12808,FqwWFl8e67Y,2,38,CA
12809,IQ2lnlj9WzQ,2,33,US
12810,Fq2eRkSFixk,2,51,CA
12811,I24Yw1krxD8,2,44,CA
12812,Fq0cNEAbsJE,2,40,US
12813,I2UHb0pjWj0,2,63,CA
12814,I2qScVQxjpo,2,40,CA
12815,rFMOLT0bM4s,2,33,CA
12816,I3Amrr5k3WE,2,31,CA
12817,rFC2IX1-4qs,2,69,CA
12818,FolI8jw_ZS4,2,59,CA
12819,I4Q3YDezqcM,2,3,CA
12820,I57l78attxM,2,50,CA
12821,rELHUMNt4HM,2,48,CA
12822,sFb4-OF7zfk,2,99,CA
12823,sBQNCNXMQmk,2,76,CA
12824,HvbQPAalA9k,2,39,CA
12825,sB9dd0VSEMM,2,55,CA
12826,HutuyKMH3Zs,2,40,CA
12827,HoF3rq4qjtA,2,67,CA
12828,HoFEa5Lbnu0,2,33,CA
12829,HoSWvxeBiWc,2,50,US
12830,G0_gabh38_o,2,78,CA
12831,rLMx0X3SeMI,2,47,CA
12832,HoZGMqCIRK8,2,59,CA
12833,HoimIkxSCSA,2,47,CA
12834,rL3y-7Fzmyw,2,88,CA
12835,Hp7CtQhGKCs,2,26,CA
12836,G03bNA-gpXE,2,77,US
12837,HpPorpsvUqU,2,18,CA
12838,Hpev0_L7i0A,2,26,CA
12839,Hr3bujFZn6A,2,91,CA
12840,Hr3dX6__-hU,2,68,CA
12841,rKHU4AGpQ7Q,2,61,CA
12842,HruB3mm5CSc,2,55,CA
12843,FzMZnDWWQZk,2,24,CA
12844,Fyyua5JzD9w,2,20,US
12845,rKFoy7dFym4,2,49,CA
12846,HstnxSr7QX0,2,94,CA
12847,HsyU5uXla70,2,46,CA
12848,Fyj1fcJbaWc,2,39,CA
12849,FygrL4kJC_4,2,90,CA
12850,Hu2kmL86K9k,2,54,CA
12851,HuXZm2PWLNA,2,66,CA
12852,Huab6p5HW0E,2,63,US
12853,Fxwe_i96ye8,2,72,US
12854,rDwyhK7jPyM,2,66,CA
12855,rDrhMzk9kbo,2,66,CA
12856,rDHODD2x3zE,2,44,CA
12857,IHwzfKq_NxQ,2,42,CA
12858,IIjPj1zD3GI,2,73,CA
12859,r8alXrRsUuY,2,88,CA
12860,IJKjMIU55pE,2,45,US
12861,Fgtl5A7Wtd0,2,38,CA
12862,IJlXXvSFyUU,2,63,US
12863,r8TqGntA5jo,2,69,CA
12864,FgnsA0ckebE,2,57,CA
12865,Fga6_5AhLl4,2,57,CA
12866,r8Dhh1rHQlE,2,69,CA
12867,r7ZSj8IbIqA,2,95,CA
12868,r7SnpomsUaM,2,67,CA
12869,ILwBaXplwZU,2,42,US
12870,sK-otTkQ4ME,2,20,CA
12871,IMg2zh1NHyQ,2,17,CA
12872,IMzf3C34NNM,2,42,US
12873,IN4cCNNDHA4,2,30,CA
12874,r6gYgFth7r8,2,46,CA
12875,INotkJxL_Bs,2,54,CA
12876,sKkzpLuTBzw,2,74,CA
12877,r63VBOagGAo,2,53,GB
12878,r6-lOGXD8oA,2,23,CA
12879,r5w4y6GW4U8,2,45,US
12880,r5nAAiHRF5k,2,91,CA
12881,IPJQtb2Ryis,2,62,CA
12882,sLCA9cS-P5U,2,77,CA
12883,IPbgLAJBly8,2,48,CA
12884,r5J8ZmrS9LE,2,46,CA
12885,IHx3TbkybTA,2,48,CA
12886,Fi9j_dtPU2M,2,34,CA
12887,FmwEeHfnMo8,2,54,CA
12888,IGhC2EwCAWM,2,44,US
12889,sGF81Z1Kols,2,36,CA
12890,sGIgbvXRHb8,2,33,CA
12891,I8TyluI7ezY,2,28,CA
12892,I9yh_gs3rzc,2,69,CA
12893,sH0Agabp3Rs,2,70,US
12894,IAto8htHCQo,2,83,CA
12895,IAuzNXGmkL4,2,39,CA
12896,IB-iSqVbHcs,2,67,CA
12897,sHlOHZQacME,2,68,CA
12898,rBpMYATttsI,2,30,CA
12899,rBWhi5da-io,2,69,CA
12900,rBUjOY12gJA,2,61,US
12901,IBVykjz8Kos,2,19,CA
12902,sHupIDugAD8,2,90,GB
12903,FkVTdvcghHc,2,85,CA
12904,IDA-0AG0r3w,2,28,CA
12905,sI7sTwCFWP4,2,37,CA
12906,Fk9LLmBN8nQ,2,43,CA
12907,FjsQkOt553Q,2,25,CA
12908,IEVI13JvI2U,2,97,CA
12909,rAlZRFZTwxM,2,23,CA
12910,sJ9ANnmtdO4,2,69,CA
12911,FjUthGK7yy0,2,40,CA
12912,FjQIk5cnC8Q,2,69,CA
12913,IFK9H0eUxX4,2,37,CA
12914,r96KpNTcog4,2,46,US
12915,Fi_RxjAKurw,2,100,CA
12916,tBnWnQrkz7E,2,58,US
12917,LF3v1GI6APU,2,47,CA
12918,naL_bKFX8o8,2,12,CA
12919,OKRo6SAwYKA,2,25,CA
12920,OGfOmbzinc0,2,35,CA
12921,OH50Rv_GSSM,2,85,CA
12922,OHl0VRRNxAE,2,63,CA
12923,BTG4h-5bBzM,2,10,CA
12924,OJXP7s7_EVQ,2,10,CA
12925,OJfOsoUYPts,2,39,CA
12926,BRvU2Xqy6kE,2,66,CA
12927,oKKdCiiF0N8,2,24,CA
12928,BRWLN_Hxo8Y,2,35,GB
12929,BRTKQPkBXYw,2,20,CA
12930,OKAU1Xx59ho,2,44,CA
12931,OKJSWaGDMXA,2,91,CA
12932,BR7AnZ3S8u8,2,90,US
12933,OKWkxX6gWuE,2,30,CA
12934,BO7yUdPHeo4,2,21,CA
12935,uAvRYuNIRuA,2,24,CA
12936,OKj4GAWzZZg,2,83,CA
12937,OKmQrsDHpH4,2,34,CA
12938,oJ8Cf0vWmxE,2,36,CA
12939,uB9vfZmrGF4,2,30,CA
12940,BQMVJsVIHQs,2,76,CA
12941,uCdF8FddtgM,2,49,CA
12942,OMJCsytmfnw,2,46,CA
12943,uCoW-QfT6MY,2,24,CA
12944,BO_g-ncp5wE,2,33,US
12945,ONpJoOQsva0,2,90,CA
12946,OO8bo_fpoQg,2,21,CA
12947,OO9kSxcT9Rg,2,88,CA
12948,oLHj69qAKQ8,2,47,CA
12949,uAEkQtB_sH0,2,37,CA
12950,BVP9Cq5IFcU,2,34,CA
12951,OGJ4Mv7H3T4,2,18,CA
12952,O56qgx1iQHc,2,60,CA
12953,O68fFd-02D0,2,56,CA
12954,oQttQdTVAN8,2,87,CA
12955,oQi-mpjTOlc,2,44,CA
12956,BbHmA2ygPhU,2,27,CA
12957,Bas4wTPTFIc,2,29,CA
12958,oQH_rtoHsdQ,2,31,CA
12959,BaDHavq8W6Q,2,43,CA
12960,Ba0F45y4D9s,2,21,CA
12961,O8nZrqbHwaA,2,27,GB
12962,O8pMkVg0O20,2,52,US
12963,B_3fYZmMxws,2,41,CA
12964,BYxPx2mxNB4,2,45,CA
12965,OAf7PClVfAk,2,70,CA
12966,OB6_vByiBjo,2,65,CA
12967,u8oit_p5kTw,2,71,CA
12968,BX0RnDYonz0,2,92,CA
12969,OCUlCAJ7uQw,2,42,CA
12970,OCaRUfj8bD0,2,82,CA
12971,oNWScLy3Dus,2,21,CA
12972,OChfIom5w1w,2,54,CA
12973,ODq3EQ2oiYU,2,44,CA
12974,oNB2UPdSxW0,2,20,CA
12975,OFMtIz8p2fM,2,26,CA
12976,OFWudk6aIuU,2,16,CA
12977,OG0_psIy4eo,2,64,CA
12978,BVVfMFS3mgc,2,39,CA
12979,BO9opiX7_5M,2,50,CA
12980,BO1gEurWFaA,2,98,CA
12981,LFXPZTGiJ7M,2,24,CA
12982,uHRwMmwbFnA,2,63,US
12983,oD89H6s1Xzo,2,33,CA
12984,uGQvAU1tjD4,2,63,CA
12985,BIa24aOCYak,2,50,CA
12986,OYhGxfP37us,2,45,CA
12987,BIKnffj4r34,2,88,CA
12988,BIG1RZLiNsM,2,71,CA
12989,oB7ElnIr1AQ,2,87,CA
12990,BHjMdLi_2Ts,2,49,CA
12991,uHIq8Stb_yg,2,43,CA
12992,O_adY_b-aLQ,2,44,CA
12993,uHNVXukRG54,2,25,CA
12994,Oa0tSw2iV5o,2,59,US
12995,BH2tcBNs3F4,2,24,CA
12996,OaKdc_PiRp0,2,55,CA
12997,OPRz805J-JM,2,39,CA
12998,Oadf4KNYz-I,2,13,CA
12999,o9EXoKb7el4,2,95,CA
13000,o8oYmaasdA4,2,88,CA
13001,o8kmzvqMEXI,2,42,CA
13002,BGJc2BeunGc,2,91,CA
13003,ObOUYc5BGnQ,2,32,CA
13004,BG7EdPwkUxQ,2,83,CA
13005,BG0a04PX-zY,2,53,US
13006,BFpddEzBNVs,2,41,CA
13007,o8-MBDmr7rM,2,18,CA
13008,ObyEoWBYk0g,2,49,CA
13009,uHgGLE80JiE,2,81,CA
13010,BFfL3FhgnsA,2,63,CA
13011,uG7891EPhec,2,47,CA
13012,uFy3LuT4BJA,2,58,CA
13013,OWvrFhCFR-U,2,40,CA
13014,uFUHjJQIC_4,2,67,US
13015,oGxAUW1tSbk,2,34,CA
13016,oGf4sf0yxI8,2,43,GB
13017,BNnFgT_CAEE,2,30,CA
13018,OPta1DBLD90,2,28,CA
13019,BNVN6ltPEkU,2,62,CA
13020,oGSNSLD8rcw,2,65,CA
13021,OR2qX1oQd2g,2,47,GB
13022,OR3f9pGXNpM,2,58,CA
13023,oGEexn6aH1k,2,35,CA
13024,oG-9BZiocYg,2,33,CA
13025,ORzkjXg6M4k,2,43,CA
13026,OSFdiFnkhQE,2,62,CA
13027,BMfnoK32XRo,2,61,CA
13028,OSkw_cn7-jI,2,97,CA
13029,oFMZ1e_zfj4,2,58,CA
13030,OTLw9G1WpC4,2,41,US
13031,OT_i_jPynPQ,2,88,CA
13032,OTpl0HFxbZE,2,17,CA
13033,oEtZ6KiP8mg,2,76,CA
13034,OU21H6-Y6Y8,2,59,US
13035,OUBiz4B0UvA,2,57,CA
13036,oEqvJIKXAvk,2,31,CA
13037,OUQr8lG45AU,2,34,CA
13038,BL4dnvBytLA,2,93,US
13039,OVRjkAjE8j0,2,41,CA
13040,OVbrWuTlmio,2,65,CA
13041,oET5srqwXGc,2,65,CA
13042,BeeVjrkgUaY,2,47,CA
13043,O3wWUFDxAy0,2,25,CA
13044,oS07bQTPZ20,2,96,CA
13045,ocRMfJrDRFg,2,63,CA
13046,tySwY8qXwbQ,2,42,US
13047,BzoKVZj5EOs,2,72,CA
13048,tyV8IWsNxg8,2,48,CA
13049,tylZ-83_djA,2,39,CA
13050,NfiBXlYpVdY,2,23,CA
13051,ByO3RFHMdSs,2,53,US
13052,BxhxZHqHDGA,2,67,US
13053,odwfHu6MDuU,2,99,CA
13054,NgrSGM-7uyM,2,31,CA
13055,od_TG1nDAK4,2,71,CA
13056,NhPOM5W-SBw,2,49,CA
13057,ocZqvs7gUzc,2,25,CA
13058,BvP4ekH1lsg,2,89,CA
13059,Bv23iGS7MIo,2,43,CA
13060,BevW2gFVYJ4,2,83,CA
13061,BuFrAmdWveY,2,41,US
13062,NjWiiT74hB0,2,93,CA
13063,Bt3Mca6iYYE,2,51,CA
13064,NkdVyQ87s1Y,2,46,CA
13065,obqj4wkwgv8,2,88,CA
13066,NkuUQiNY0es,2,56,CA
13067,BsadA7UR110,2,75,US
13068,Nm8gO63JXq0,2,53,CA
13069,NmMJDr3Pc0U,2,83,CA
13070,oafZb2Xe5n0,2,56,CA
13071,NoQO3jcunFk,2,86,CA
13072,BrrL8FHL25c,2,27,CA
13073,u03IsNADOeA,2,45,CA
13074,NdglFjqGouI,2,67,CA
13075,of-UPoEnw_w,2,24,CA
13076,C-1Ng-GqA5w,2,17,CA
13077,NdEBvZvd9Gs,2,84,CA
13078,twjTkBN3Q9A,2,68,GB
13079,NZUhUonvI5Q,2,27,CA
13080,NZVpbwz6kPk,2,62,CA
13081,ogmIGZOi3e0,2,53,CA
13082,N_5NedzRwAE,2,51,CA
13083,N_MuA_07PhY,2,41,CA
13084,C1fRIyBW4kk,2,44,US
13085,N_eDbShzO8Y,2,52,CA
13086,N_uJQ53zcFk,2,51,CA
13087,oge0HJ1S1Vg,2,33,CA
13088,C1XiBorCfO0,2,99,CA
