,video_id,popularity,title_length,nation
3157,izwomieBwG0,10,58,US
3158,5iOhzJdDawE,10,55,GB
3159,OL4LNg-iyY4,10,51,US
3160,DtWriozwdR0,10,50,GB
3161,lSaGEo3UfBk,10,25,US
3162,V8d6oQPQmX0,10,29,US
3163,ky8MhqSovW4,10,90,GB
3164,jziRzx_rejw,10,95,US
3165,1lGHZ5NMHRY,10,22,US
3166,J-7FkW1Cuic,10,64,GB
3167,LU6xDgpnIyM,10,18,US
3168,DAi3GgwhDR0,10,39,US
3169,cDZfh5IjGv8,10,38,US
3170,TKc65We4Yhs,10,50,GB
3171,Rhnp3tMFaS0,10,29,GB
3172,uERIXLWeik0,10,33,GB
3173,qcP7sS1qZ2M,10,43,US
3174,BOKzXQdA4Nw,10,48,US
3175,X6iJ0hPpGec,10,53,US
3176,D2UE_Gw7XpI,10,54,US
3177,zhbjf49Lv9o,10,53,GB
3178,kwvbLx9M6-s,10,69,US
3179,d99_h30swtM,10,45,US
3180,cIkEjFiUqwU,10,42,US
3181,883Omd2YqXE,10,39,US
3182,88EB0TEGQDA,10,42,US
3183,mddRihBrWOk,10,27,US
3184,MMu-_KRZhwM,10,29,US
3185,pcWKpGzhgq4,10,67,US
3186,J1L3nDC4mEk,10,34,GB
3187,VONVWm2X4JI,10,51,GB
3188,T9UHD30MSGk,10,75,US
3189,z1FfOwjlqxU,10,50,US
3190,c8ngetsBSGk,10,96,GB
3191,lpkRFHSpvGI,10,38,GB
3192,CzCfd0eaWoA,10,56,US
3193,XYl_Zr8nvBo,10,58,GB
3194,9mwM1VB9qs0,10,35,US
3195,DQQN_79QrDY,10,46,US
3196,RJyb4Nzi-qo,10,47,GB
3197,cmoknv58jjE,10,41,US
3198,uthHP6FoBmk,10,42,GB
3199,-5WBCrazSfg,10,70,GB
3200,XblV5A1PlDo,10,48,US
3201,jrkhLuroyzg,10,60,GB
3202,JWISNlu63QU,10,21,GB
3203,XZo5o1Y0h9o,10,32,US
3204,uKkbfxTHJGI,10,32,US
3205,B8R148hFxPw,10,51,US
3206,7kRDYwtE10Y,10,20,US
3207,XOxB-WE3R7U,10,32,US
3208,uwQX7nz0aUs,10,18,US
3209,V1rt0t21vQw,10,17,US
3210,1hX1KSKqVmo,10,72,GB
3211,ROZgx6HXw2k,10,56,GB
3212,ggm2Pvj2QHQ,10,29,GB
3213,0qpE8IHz3go,10,55,US
3214,BCGt31FpN5c,10,80,GB
3215,moLKl5PzZLc,10,58,GB
3216,LS6xrrsU1G0,10,38,GB
3217,enqFulGwFYY,10,51,US
3218,DGdSlnw4D_M,10,36,US
3219,lpFEpDPf490,10,44,US
3220,v3hGUJJIjzk,10,30,US
3221,tWDK9rK-f1Q,10,29,US
3222,lk8lozFBXpo,10,21,US
3223,VvEGctiW7io,10,85,US
3224,Vm-avsAjrIo,10,44,GB
3225,CahQhevkcCM,10,32,US
3226,JK3QFj8mD1o,10,46,GB
3227,ILDMJavIY-k,10,25,GB
3228,kMRe5A215xs,10,44,GB
3229,cVdnrt6HCh0,10,73,GB
3230,fi483E-A8P4,10,39,US
3231,20DPgRoyQn0,10,36,US
3232,mCcN8NVAB8A,10,45,GB
3233,vEhoc_zGeN0,10,56,GB
3234,VquESKGqsDI,10,46,GB
3235,WLeUt-jBE4Y,10,58,US
3236,#NAME?,10,22,GB
3237,gkemkf8vs0Q,10,97,GB
3238,r4VJ8o6yqzM,10,47,US
3239,CR9zYgr84QY,10,48,GB
3240,dKccvk36atQ,10,48,US
3241,pYClHihdjsE,10,49,GB
3242,6xMBmvevhj0,10,70,US
3243,tpF7R7ou4OY,10,41,GB
3244,JDDP9fY6dmI,10,86,GB
3245,8udNOTFiqUs,10,62,US
3246,VygnE7XlWJc,10,64,GB
3247,cZ2KJtiNZ0U,10,53,GB
3248,CHLdNpzdXIY,10,70,GB
3249,trWLY6NrS2Q,10,42,US
3250,19QxOZU0zkQ,10,36,US
3251,ByucbuSe958,10,58,GB
3252,ycPdNnpVE08,10,43,GB
3253,hFay0SVFxVI,10,54,US
3254,J2m7EUwnqGg,10,39,US
3255,CvkOWb1U-LI,10,37,US
3256,S0OICOBR19Q,10,67,US
3257,CtBca6H6Teg,10,32,US
3258,ycuMyyqBWQY,10,41,US
3259,BYwrSAZzXEc,10,61,GB
3260,LwZC54Ubl8w,10,69,GB
3261,8Jg90Lqg3VM,10,43,GB
3262,24HFgBQawWA,10,42,US
3263,1DQ9UTz5j8o,10,51,US
3264,v_CnHkclnC8,10,70,GB
3265,Bhplg8YCu-M,10,83,US
3266,Biex1XR_mpo,10,38,US
3267,SFr0fCgrTNQ,10,20,US
3268,BkpwPKZb_Zo,10,19,US
3269,Wk6Z7HLpx8s,10,79,US
3270,Len0qLhmhL0,10,40,US
3271,zpgn8U5Ug8M,10,56,GB
3272,VfAOl67WcLY,10,80,US
3273,mUYsp5baMXo,10,29,GB
3274,u0-pfzKbh2k,10,88,US
3275,mTf3Dcj5NPU,10,26,GB
3276,SsaI0u8xn_4,10,15,GB
3277,8QCxV--St8o,10,46,GB
3278,mSatYnXyXq8,10,50,GB
3279,LqU9CdPs6ek,10,39,US
3280,pKW-ZgBl9eU,10,39,US
3281,16a1LttU5qc,10,64,US
3282,gbRijjvIeyk,10,66,GB
3283,1_OVkSsH4NY,10,61,GB
3284,YJcergNiMDQ,10,91,GB
3285,lHNmUUi6LzM,10,40,GB
3286,rG7fLWcvv-4,10,49,GB
3287,uU3kLBo_ruo,10,25,US
3288,AP14dJZzKkA,10,30,US
3289,YJ1aeCE6pd4,10,65,GB
3290,DlU4ZSU2xzg,10,35,GB
3291,Y0MjGxKe888,10,59,GB
3292,p6cInZvsPPI,10,44,US
3293,lWyRTOABEq4,10,50,US
3294,uZ1M3DkKCEI,10,51,US
3295,YBgabneSziQ,10,52,US
3296,RAXo1Y7AK_I,10,31,GB
3297,72Qahj0U0Lw,10,43,US
3298,zFuOksI6AVg,10,33,US
3299,w9dOyO1QM5Q,10,63,GB
3300,w4SSZQDFuc8,10,54,GB
3301,lE2iJ7ftB_g,10,64,GB
3302,UNnHy6Qc5-c,10,29,US
3303,XtlLI_pBC3s,10,18,US
3304,rEdl2Uetpvo,10,42,US
3305,72hlr-E7KA0,10,26,US
3306,HysgiQT5_eI,10,59,US
3307,uY6lAISZQ0Q,10,53,US
3308,U1RASlbIIVc,10,39,US
3309,UgpL43chE-E,10,42,US
3310,UK2OQ67Xr4o,10,47,US
3311,d2TrEsA3nzg,10,55,US
3312,vzyENzPa370,10,35,GB
3313,zeO4C8e4pjw,10,65,US
3314,wD5YzBDSXv8,10,34,US
3315,Y5MqpKlKiSM,10,22,GB
3316,qu-biRtYEcU,10,19,GB
3317,0eUk_VN3e2A,10,47,US
3318,I-FHMnfORbo,10,36,US
3319,w7m0T370Dkk,10,74,GB
3320,t7klO0p092Y,10,37,US
3321,d380meD0W0M,10,24,US
3322,I8TVdFbFMg4,10,34,US
3323,UOHURuAf5iY,10,46,US
3324,IumYMCllMsM,10,91,US
3325,lRlp6e2Bam8,10,53,US
3326,9wg3v-01yKQ,10,19,GB
3327,R8QfoQYUsek,10,79,GB
3328,h33u2eeVqXo,10,28,US
3329,9GqL1DSQDL0,9,49,GB
3330,cytyAgu9-bA,9,44,US
3331,SwOZ0Dg_IQs,9,76,US
3332,gqKrByxzpgg,9,43,GB
3333,dH4ZXmeEJXs,9,45,US
3334,#NAME?,9,31,GB
3335,UQkBcHLZOqU,9,39,US
3336,al2l6YLt7cg,9,82,US
3337,ALXiloyym0M,9,40,US
3338,LqSkYMmyUWU,9,26,US
3339,s9EE_r0WRMk,9,42,GB
3340,4TcIHlJQpEQ,9,86,GB
3341,HZzeieUGyA4,9,44,GB
3342,4L-BPQVZYXM,9,34,US
3343,UKka73nn1dk,9,50,GB
3344,VXQ1FD77egw,9,34,US
3345,r2vpDWS5ky4,9,52,US
3346,FwzoDS3zL_4,9,37,GB
3347,u0feM_2mLvo,9,29,US
3348,OYcv406J_J4,9,29,US
3349,zmcGIBpgG-Y,9,35,GB
3350,NgVF0DMX3d4,9,85,GB
3351,oCXvPWJClJg,9,66,US
3352,iNsTzqwwioY,9,50,GB
3353,z2kEKZ6jyQQ,9,31,US
3354,fRcmFr9cE5M,9,33,US
3355,H3PKipRZKv0,9,26,GB
3356,htBvEmGPhAc,9,86,US
3357,1A_aWbz6D5A,9,95,US
3358,BnANUza_uXQ,9,54,GB
3359,BsX0xICayWI,9,63,GB
3360,fA9Ypn3jQw0,9,58,US
3361,VZsBRynPXHY,9,17,GB
3362,SzB-tnaU0cM,9,39,US
3363,odHhIVjDgq8,9,44,US
3364,ys6KVWA4okw,9,34,US
3365,Bs5Ml7_2wT0,9,64,US
3366,aY-0uBIYYKk,9,12,US
3367,NSi-MniOTqI,9,38,US
3368,xGCnZ-9dPc0,9,60,US
3369,rdJdJpwmcKU,9,39,US
3370,r4qSDOHeWjk,9,75,US
3371,pwnsGOlcdvI,9,39,GB
3372,U4COOi4942A,9,32,GB
3373,kce7M5FJ5GM,9,4,US
3374,3DflRo_Vids,9,81,GB
3375,rU1lSmDbRZU,9,75,US
3376,#NAME?,9,44,US
3377,Fjdbk8kBFNA,9,47,GB
3378,N8U2EPiEbZo,9,41,GB
3379,e_FmQF9yVIU,9,38,US
3380,bNJOpnztYgg,9,39,GB
3381,o3T_o4WM-n8,9,26,US
3382,iYGq_qc-hWY,9,85,US
3383,FhllRWReNEE,9,44,US
3384,8uBP6UL-jEU,9,29,US
3385,3ILxrRlf3KY,9,54,US
3386,1WREZPc-kqQ,9,50,US
3387,sJzWZ1yXpek,9,24,US
3388,r5JK6eEHwIQ,9,58,GB
3389,sK2RoVVxQsA,9,28,US
3390,k_aT3jAK_QU,9,59,GB
3391,8rWuGBPA7bE,9,46,GB
3392,4dpjhcQr0RM,9,43,US
3393,MU29Wqg_BVo,9,32,GB
3394,U44YLdW9AL4,9,29,US
3395,kjbimjCQYdY,9,16,US
3396,#NAME?,9,18,US
3397,_iGAptGAweo,9,51,US
3398,Vm_CmfA5gRI,9,92,GB
3399,an6dsm86Kn4,9,100,US
3400,ca3eYxZedD4,9,31,GB
3401,anjMMdSuFuE,9,45,US
3402,C-rumHvmqCA,9,41,US
3403,lMSHTnkVJVs,9,33,GB
3404,sDvATt2VBxU,9,56,GB
3405,949vJMp0v40,9,68,GB
3406,sECcOTO8Ij4,9,50,GB
3407,IpjK885tG2c,9,61,GB
3408,mBMxFIEub34,9,65,US
3409,UCrMn3LLMVU,9,87,US
3410,IoqDYnn7VKA,9,52,US
3411,bJje-B9YLIU,9,68,US
3412,AWgfOND2y68,9,55,US
3413,mDRifR9HdK8,9,33,US
3414,_fVUX6-7VKE,9,35,US
3415,VsYmwBOYfW8,9,34,GB
3416,lV3eV9w0h0U,9,46,US
3417,vFQ8hsZsDkA,9,62,US
3418,NA5vT1LooXk,9,55,GB
3419,VwIXMm0a_t0,9,75,GB
3420,mEtJAblVxxU,9,45,US
3421,_wS7seijyks,9,38,US
3422,IqutUA3UOuw,9,60,US
3423,BfawmhUVXVo,9,90,US
3424,TOeWI-HClI8,9,44,GB
3425,b2txBXQGjJ8,9,54,US
3426,qB24uIe2Q7c,9,23,US
3427,GrnswGtm_Sw,9,61,US
3428,rxUfRhVYeKI,9,39,GB
3429,fwLxwMKMjEQ,9,44,US
3430,clIvdBfCHOE,9,52,GB
3431,1ihTE5cxUCQ,9,32,GB
3432,l3xmc0pzzJI,9,25,GB
3433,1j_k5WCFShQ,9,58,US
3434,07Um1PY_P4o,9,28,US
3435,TlvsuVe8Fh0,9,65,GB
3436,BFWI0GQZA14,9,26,US
3437,3yy-dKTmyOo,9,51,US
3438,3b24Q8Bz7b4,9,49,US
3439,g-F3A9n9BLg,9,45,US
3440,NNeJR14kgTY,9,20,US
3441,hwQSOGrBYcI,9,70,US
3442,rz4Dd1I_fX0,9,38,US
3443,i9GSF3ROa58,9,50,US
3444,GskBiFLSayg,9,48,US
3445,GStMSkhmYEs,9,96,US
3446,41d9Bd7m8js,9,80,US
3447,iA5u80nS1PQ,9,55,US
3448,l25AL0BdD6w,9,33,GB
3449,GSCP2yg-v2g,9,50,US
3450,NuKHa6c2LuU,9,44,GB
3451,TU-Z4uPnFeg,9,40,US
3452,q32oFOjlWh8,9,30,US
3453,3oXhLdeuxDw,9,69,US
3454,UzQP7u-IOxg,9,50,US
3455,aXPCtdRxnGY,9,78,GB
3456,pKFd5rAUM2s,9,35,US
3457,l9jZFwwZQJs,9,33,US
3458,HOxylh5runs,9,50,US
3459,GjwjzIFcX7U,9,64,US
3460,aZdkR_WhA5Q,9,80,US
3461,HNvX4pY1TLI,9,48,US
3462,aV2B1-Qhab0,9,53,GB
3463,9uez2DBg9Mg,9,96,US
3464,xnZA52oTp6M,9,29,GB
3465,O3eO646jjzQ,9,74,GB
3466,Tlu-_31CWfY,9,43,US
3467,O3hz_DQ63No,9,40,GB
3468,q4_icwNQJJw,9,85,GB
3469,UuR8UhMTw5U,9,91,US
3470,KONe4SNFA64,9,75,US
3471,36YFQTFzZwU,9,75,US
3472,oS2MW3YIJew,9,39,US
3473,3frnBoqqI_Q,9,25,US
3474,oX8-6whswEA,9,49,US
3475,uJOCux8B_w0,9,52,GB
3476,l4zbAjDVrns,9,51,US
3477,3qYt_fXdaXY,9,47,GB
3478,4eOq4xzaPsA,9,60,GB
3479,BJDGBNFxO7o,9,33,US
3480,T2aJzwAeA9Y,9,74,US
3481,r_ho3R3LbHU,9,27,GB
3482,lHG6I6Ec4yA,9,52,GB
3483,s2GLaxXMVq4,9,27,GB
3484,x_IG4DeedB4,9,40,US
3485,3UoKswz6OQc,9,66,US
3486,OKgUiBOpsZ4,9,91,US
3487,T5ITSG6KGlc,9,58,US
3488,BWX1ygwYzWc,9,61,GB
3489,h7j9jbe_pEs,9,43,US
3490,yArprk0q9eE,9,34,US
3491,dAOZa7JYnsw,9,35,US
3492,#NAME?,9,59,US
3493,l_eR85kmWbY,9,51,US
3494,OM9h-llN4TY,9,39,GB
3495,9Rr9u6QGgVc,9,35,US
3496,bEWLOo12UAU,9,39,US
3497,BYF2tfdD1fA,9,99,GB
3498,KVw7fdB8gXM,9,37,GB
3499,b1JsP0hLrg4,9,75,GB
3500,4FDpjKdlIxA,9,72,GB
3501,USc52ljSmuI,9,39,GB
3502,3QeRZj3LhS4,9,44,GB
3503,rjlxc-vxNBA,9,29,US
3504,T3-BzlYEhQA,9,88,US
3505,_yJq9SeGLhg,9,39,US
3506,m0AZ5LKlGyk,9,58,US
3507,NoyaSowvcJw,9,46,GB
3508,HL6ECWZ8G1s,9,33,US
3509,GxYimeaoea0,9,95,GB
3510,MLVcmQ62luE,9,51,US
3511,TM-gCW45YHc,9,34,GB
3512,9WXQr3WVrbU,9,60,US
3513,v0TiqC_C8wI,9,39,GB
3514,hlrvK4xnLKA,9,39,US
3515,ToQloh3us1E,9,16,US
3516,TKGA7MhxPWc,9,10,US
3517,46KwY26PeOs,9,37,US
3518,ffgzh93MdQM,9,30,US
3519,#NAME?,9,66,US
3520,GLbX9CL7Yg8,9,87,US
3521,3Z6kYVQC83E,9,26,GB
3522,uSDRtVGLcWc,9,56,GB
3523,v23_b_V6beI,9,34,US
3524,oZYryYLYIsM,9,65,US
3525,TIQqb80eg24,9,88,US
3526,OGKchfcd-5w,9,57,GB
3527,iDbdXTMnOmE,9,82,US
3528,A8ScwhLh7uo,9,33,GB
3529,oZm_N6aSU0E,9,38,US
3530,BPyNxoVJsr4,9,73,GB
3531,OGYASOBiU_E,9,10,US
3532,LxIBv_XS3ls,9,45,GB
3533,NrikvhdYrJE,9,70,US
3534,gAcvbGuqG0Q,9,34,US
3535,QbDuBTWrU-o,9,20,US
3536,2pJlpCfueV0,9,70,GB
3537,xDsMX18qSfE,9,38,US
3538,7gdoj1ViJ8M,9,65,US
3539,LQicq60aJaw,9,58,US
3540,XbuQAbG2AZ0,9,38,US
3541,DPCW4yvWQT4,9,100,US
3542,bhqH6tTr_Lk,9,39,US
3543,g309T2rLOKk,9,75,GB
3544,jsnyz__pc5M,9,59,US
3545,vqX6fkty-WQ,9,51,US
3546,Hq4jk71B1Hk,9,45,US
3547,jCRK5vy47v8,9,75,GB
3548,ZANqw73F9Pw,9,92,GB
3549,DMKcO-T5Y4o,9,46,US
3550,5zP4yWzb24M,9,68,GB
3551,5y0owYFTMno,9,48,US
3552,PyXpoGbwGL0,9,66,US
3553,Z-dLdCXhapc,9,25,US
3554,Xc675sarBYc,9,56,US
3555,wV7RsaTY228,9,25,US
3556,#NAME?,9,44,US
3557,0lr497GhD04,9,49,US
3558,daR05oUWKmU,9,52,GB
3559,jpl2X8tDfIA,9,37,GB
3560,YvjhDjUbFyU,9,49,US
3561,spuXN0ccRQ8,9,34,US
3562,DTErM4uuPdc,9,43,US
3563,7bDvhiHoH-c,9,51,US
3564,6CPUUjAlXrs,9,49,US
3565,gf7FV1i7lb8,9,76,GB
3566,Q2hqcPnIWiQ,9,50,US
3567,gSW2l1z1lKw,9,51,GB
3568,7cmzAjwmc5k,9,38,US
3569,RHzylDQ4wKE,9,26,US
3570,6Do5X8A2HYQ,9,58,GB
3571,dV_UXo8LiWk,9,52,US
3572,ZBM7DYktEyo,9,38,GB
3573,LS5ZSkHUqBQ,9,38,US
3574,k1xvol1SCx8,9,75,GB
3575,PkIKCdT-f6o,9,49,GB
3576,ZUV53Nn3PhA,9,42,US
3577,RdAJZJd_O2E,9,68,US
3578,j26WyjSo1dE,9,18,GB
3579,7wDUrQAaYsM,9,58,US
3580,Pi2a8oxh-kg,9,69,GB
3581,tP_Dk81f9fg,9,36,GB
3582,DJXUWLs6FI0,9,35,GB
3583,IC_lnyn2R2Q,9,42,GB
3584,Zb1ShTFP198,9,52,US
3585,8-u5nd2GqNE,9,43,US
3586,EofDwwembIw,9,80,GB
3587,vkHGedqmIPc,9,16,US
3588,Eonq7PRPIqY,9,36,GB
3589,ZQ8ir66M5XU,9,45,GB
3590,o-nGPNn19vE,9,38,GB
3591,5orrZxSjLQA,9,50,US
3592,e0hO5fTGwPY,9,31,US
3593,ZOBvRs4btvE,9,66,GB
3594,PliRMGvytnA,9,54,US
3595,jzIE_oKG9PU,9,65,US
3596,DEXfRMTRJss,9,48,US
3597,yZMRXTmFzPs,9,30,US
3598,tMazN5uH49U,9,33,US
3599,XTTf2fmh_QM,9,14,GB
3600,JvVYL7s-HMc,9,76,GB
3601,shHTYg-rOAg,9,23,US
3602,Pu0lwHPW3RM,9,33,GB
3603,mniFYSyH7HE,9,17,US
3604,0r-zYs6NQu8,9,52,US
3605,XUjY0p_kLJg,9,58,GB
3606,6LuHS7ZeSjE,9,27,US
3607,I7LJIuB2CHE,9,54,US
3608,D3BJ5bt5VbA,9,19,US
3609,t50M1CM7E8s,9,83,US
3610,bqPARIKHbN8,9,46,US
3611,YZrtSdRS3cs,9,37,GB
3612,Qp7QJpLhOs4,9,54,US
3613,doHVMJnuvDA,9,50,US
3614,0gDVWPPgMKY,9,20,US
3615,YbQ-NgaCntk,9,84,US
3616,sxxJug2Ob_A,9,31,US
3617,jWkOwC7vMb4,9,22,US
3618,wJJqGh2HLM8,9,42,US
3619,jTap34G5TFU,9,35,US
3620,6jxRnodaKzE,9,28,US
3621,JbazoX5Su1w,9,34,US
3622,YemaMEMB8zc,9,71,GB
3623,Y6zucdAzNi4,9,86,US
3624,YZ1UN5gvLjQ,9,60,US
3625,p3Orma1SddQ,9,62,US
3626,c5_LROaHGtw,9,44,GB
3627,HxuRKqGx0Ik,9,31,US
3628,ctmgkGEOKI4,9,34,GB
3629,DuRobNfQK5c,9,44,US
3630,bu0m_UdtoaU,9,40,GB
3631,YMdo_0H1thU,9,69,GB
3632,Qf24J2Twws4,9,58,GB
3633,6zRtrLBg3vk,9,90,GB
3634,Mmn0zFalrD4,9,68,US
3635,dkUF_rHF-K8,9,37,GB
3636,2X9eJF1nLiY,9,16,US
3637,YInRqgNMLBc,9,88,GB
3638,0fOZ4Nwm5Pg,9,96,GB
3639,DzNwinmBawo,9,49,US
3640,YQ1cEC6FZRg,9,47,US
3641,YHTnun3zpNk,9,58,US
3642,6ijnv-jNhUA,9,33,US
3643,Y62ExbHI4Yk,9,53,US
3644,swlpgKzTm2Y,9,39,US
3645,MidgYgFwgTI,9,26,US
3646,jPEYpryMp2s,9,40,GB
3647,QDr9YTkFNO4,9,20,US
3648,dwkNG9qeYIY,9,35,GB
3649,gau41b7_Hqs,9,74,US
3650,HrQNdClwMs4,9,41,US
3651,Xo8FPXlI3CU,9,34,GB
3652,ssbOzbL1SJQ,9,96,GB
3653,R-lhShtMfvQ,9,56,GB
3654,XltvwqBZIPc,9,80,US
3655,6RyOsIseJbk,9,10,GB
3656,HqwVFXyCfOI,9,19,US
3657,2MiQonPvlVM,9,17,GB
3658,tEA_n4mmBok,9,93,GB
3659,c5E9Rns3HOo,9,32,GB
3660,YkLzdHTv3G0,9,39,US
3661,jj6ibow2tdw,9,65,GB
3662,duXW_wPTw0o,9,48,US
3663,EEzj0HMz5Bc,9,47,US
3664,JoqBlEBpg9s,9,74,US
3665,YkG4Yvwucxo,9,69,GB
3666,rFAddL8g8mw,9,49,US
3667,nMbUA7dghlk,9,33,US
3668,I3ysRfAo49k,9,56,US
3669,Y-R3QdTGeLg,9,47,US
3670,R10qTLfwm8E,9,49,GB
3671,t8a8EFMAuSU,9,84,GB
3672,Y1n8F4uClUU,9,72,US
3673,jS9q7Tu_G0o,9,48,US
3674,Y4357OXULfc,9,30,US
3675,JiOXpKU7tWc,9,17,US
3676,wLl4ONpfbw8,9,81,GB
3677,83paNSKdfNM,9,36,US
3678,p09c0MXDxto,9,42,GB
3679,JRzZl_nq6fk,9,63,US
3680,Ca89nJLefXY,9,29,GB
3681,sRbhD2unwBc,9,58,US
3682,SHI6LfICx6k,9,26,GB
3683,8RsDxpyUa_U,9,51,US
3684,SGuSLRZgr5U,9,38,GB
3685,ii-Qj5-jsdg,9,43,US
3686,tfNzMKvoVOU,9,39,US
3687,nsjPEcRq_0c,9,45,US
3688,sSszA_Ugd1A,9,19,US
3689,_7QuvSK-A5E,9,43,US
3690,JKFgn6tNU6w,9,34,US
3691,8PwD3DUTJWM,9,31,GB
3692,Cf3zj7D8SQ4,9,29,US
3693,vXBfwgwT1nQ,9,35,US
3694,ill2cgCyTUc,9,45,US
3695,CgjAN_wgmiI,9,68,GB
3696,nrXlY6gzTTM,9,51,GB
3697,ChF_ypmiIs8,9,34,US
3698,Ept29ceiVfk,9,88,US
3699,dQhH0vPTSZY,9,17,GB
3700,S9Xg6iUxYXU,9,48,US
3701,kFiJG9KZJ3s,9,41,GB
3702,nqP1x8VxrTU,9,54,US
3703,r8KvT9pZs7k,9,64,US
3704,PIRSVcRIjq0,9,54,GB
3705,K0u_kAWLJOA,9,32,US
3706,5NHxDBPxPGI,9,26,US
3707,ip_r4y-23JM,9,19,GB
3708,ZwIuff3270M,9,32,GB
3709,S8e1yxXiODQ,9,64,US
3710,bS9zXmexXUQ,9,59,US
3711,JJgiKhhpGvQ,9,74,US
3712,iptUNUFdyas,9,20,GB
3713,#NAME?,9,63,US
3714,_QWZvU7VCn8,9,77,US
3715,yFRPhi0jhGc,9,67,US
3716,CH3aAnw7XeU,9,56,US
3717,pwGbwYAfSmg,9,33,US
3718,W8mkksk1Ouc,9,48,US
3719,tr1Loa7r7sY,9,28,GB
3720,yh1NAMi2oLg,9,17,US
3721,Kx90AspFmEA,9,42,GB
3722,CJUgcgFNNWA,9,33,US
3723,FUzs2oMEs8w,9,35,GB
3724,FUQexMOrDBI,9,68,US
3725,CMJblEavb7g,9,21,US
3726,1xvyVnkcgtE,9,31,GB
3727,8mQelXnPxUQ,9,53,US
3728,SPD1v_8RQUY,9,32,US
3729,CRSsa2o6PDQ,9,47,US
3730,z7VBtM7clT4,9,71,GB
3731,CRiBnM9l4N4,9,72,US
3732,8lPoqMD7Ko8,9,88,GB
3733,cWy8jWXhdnA,9,25,GB
3734,8jp3SxojXpU,9,75,US
3735,JE03bUlN0rM,9,76,GB
3736,fCuvR9LEczE,9,53,US
3737,FO6My1joJVc,9,49,US
3738,ife5Zij94_E,9,45,US
3739,nwv7rK2Zrx0,9,73,GB
3740,qgGooEyeNNc,9,81,GB
3741,gmfH2LBCdaY,9,45,US
3742,cUtYh_ZUjqc,9,66,GB
3743,mXfyOYAdCUc,9,10,GB
3744,rdeQT7KkqM8,9,25,US
3745,kAp-jpENAlo,9,64,GB
3746,5PI1xwT2-74,9,97,GB
3747,cKbl19xeSIQ,9,51,US
3748,rNaFB-IoXaA,9,32,US
3749,zOgle88sKro,9,47,US
3750,PNsUgvkjviY,9,43,GB
3751,89PKbJ2NAqc,9,40,GB
3752,K-yazBBF3gE,9,12,US
3753,S1XtMT9ER0o,9,49,GB
3754,wsXxfgJZ4E4,9,35,GB
3755,EyRzpUQTIGA,9,74,GB
3756,5ek2W8hUvGw,9,22,US
3757,D-IkMEDaNQY,9,78,US
3758,yMvpbrJ1CWQ,9,53,US
3759,5c7FL9QV1bs,9,74,GB
3760,WxAxIy1DzXE,9,36,GB
3761,8EK-QMtHhMI,9,58,US
3762,JR06IhY4C2A,9,60,US
3763,PUcS24GuAog,9,32,GB
3764,5TbUxGZtwGI,9,53,US
3765,0vKkwJwL77Y,9,60,US
3766,nnrkPRApQg8,9,70,GB
3767,vecmYltEk30,9,62,US
3768,D2mxKEa2xmA,9,44,US
3769,S6YYun90S8g,9,61,US
3770,v_CMMWCN5nQ,9,49,US
3771,S45Y5WQ4Ucs,9,64,US
3772,X4Ul5vTJ-uk,9,62,US
3773,iuBPpEkUi8I,9,15,US
3774,IJ9OFwFxxt4,9,29,GB
3775,dT5ALH3ICTc,9,23,US
3776,5TLANg1GC7U,9,50,US
3777,JOZzku2SrzQ,9,39,US
3778,r9lQggOQGvw,9,45,US
3779,bV_3HQplzRw,9,22,US
3780,CxC161GvMPc,9,57,US
3781,qE_EDUhzsPM,8,26,GB
3782,J2kNt-PHayo,8,35,GB
3783,MEYmQlWBeAE,8,85,GB
3784,Hl0GSLcwHVs,8,30,US
3785,MAc8B58wOoE,8,15,GB
3786,za_7j4vSRyA,8,45,GB
3787,rJQYzX6Bgio,8,40,US
3788,qEklBC2BQig,8,51,US
3789,pEN_htHtt_c,8,45,US
3790,IOd0HGH6xKI,8,40,GB
3791,fGHOLz35L8M,8,89,US
3792,K_XXXDPODmw,8,77,US
3793,rbQLd9Kj2VI,8,26,US
3794,JDkHmQEOkYo,8,17,US
3795,q1mE6MRHz6U,8,36,US
3796,HF27coLl2-w,8,66,US
3797,-7UzyXO-mzk,8,23,US
3798,K8rE3XR9z8Q,8,72,US
3799,qhuKvMRqsk8,8,37,US
3800,Hgc2njyY4Rs,8,50,US
3801,HSezK15Ewdo,8,46,GB
3802,KweizHAroUU,8,44,GB
3803,HHOyg1oDeis,8,40,US
3804,LUuJl490BL0,8,60,US
3805,f45Va7jMSx4,8,32,US
3806,p8t4HQWwDxk,8,80,US
3807,MMjmdNqIrSU,8,58,GB
3808,MowKgO0IeyU,8,42,GB
3809,IqNQrpSe7UE,8,33,GB
3810,puqaWrEC7tY,8,32,US
3811,NSrNn5LuxxQ,8,71,US
3812,JAqQ8Myx-1c,8,71,GB
3813,f7kPSYWU1JA,8,41,GB
3814,IBVo8dfqTBc,8,95,US
3815,r-7-bIXETfY,8,44,US
3816,Lok2EvthO-U,8,88,GB
3817,K1uiJIl614c,8,40,US
3818,HQiDKE85P3U,8,40,US
3819,qBThRxhUzo8,8,77,GB
3820,KQkkgD2p3Ow,8,32,US
3821,r1x0X5PCYak,8,36,US
3822,#NAME?,8,53,US
3823,eemkTcS0zsM,8,51,US
3824,HNa_UWX51_s,8,84,GB
